title,number,year,auther,experiment,NPs_type,Method,Crop,  NPs_size,Size_class,Concentration,Concentration_class,Performance_class,Performance,n1,mean1,sd1,n2,mean2,sd2,lnRR,vi
"Exogenous application of nano-silicon, potassium sulfate, or 
proline enhances physiological parameters, antioxidant enzyme 
activities, and agronomic traits of diverse rice genotypes under 
water deficit conditions ",59,2024,Mohamed S. Abd-El-Aty,Field,Si,Foliar,Rice,30,ClassA,400,ClassE,chl B,Photosynthetic Pigment,3,1.991304348,0.32173913,3,2.508695652,0.308695652,0.230973082,0.013748965
"Exogenous application of nano-silicon, potassium sulfate, or 
proline enhances physiological parameters, antioxidant enzyme 
activities, and agronomic traits of diverse rice genotypes under 
water deficit conditions ",59,2024,Mohamed S. Abd-El-Aty,Field,Si,Foliar,Rice,30,ClassA,400,ClassE,plant height,Growth,3,106.2195122,7.195121951,3,108.1707317,7.317073171,0.018203005,0.003054715
"Exogenous application of nano-silicon, potassium sulfate, or 
proline enhances physiological parameters, antioxidant enzyme 
activities, and agronomic traits of diverse rice genotypes under 
water deficit conditions ",59,2024,Mohamed S. Abd-El-Aty,Field,Si,Foliar,Rice,30,ClassA,400,ClassE,thousands grams,Yield,3,25.15625,4.21875,3,25.36458333,3.90625,0.008247469,0.017280393
"Exogenous application of nano-silicon, potassium sulfate, or 
proline enhances physiological parameters, antioxidant enzyme 
activities, and agronomic traits of diverse rice genotypes under 
water deficit conditions ",59,2024,Mohamed S. Abd-El-Aty,Field,Si,Foliar,Rice,30,ClassA,400,ClassE,grain yield/plant,Yield,3,9.842105263,1.140350877,3,10.15789474,1.122807018,0.031581572,0.008547555
Modulations of wheat growth by selenium nanoparticles under salinity stress,60,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37,ClassB,10,ClassA,chl A,Photosynthetic Pigment,3,1.059782609,0.120652174,3,1.144565217,0.035869565,0.076961041,0.004647694
Modulations of wheat growth by selenium nanoparticles under salinity stress,60,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37,ClassB,50,ClassC,chl A,Photosynthetic Pigment,3,1.059782609,0.120652174,3,1.193478261,0.075,0.118808151,0.005636668
Modulations of wheat growth by selenium nanoparticles under salinity stress,60,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37,ClassB,10,ClassA,chl A,Photosynthetic Pigment,3,1.059782609,0.120652174,3,1.232608696,0.07173913,0.151069013,0.005449437
Modulations of wheat growth by selenium nanoparticles under salinity stress,60,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37,ClassB,50,ClassC,chl B,Photosynthetic Pigment,3,0.555147059,0.020220588,3,0.584558824,0.079044118,0.051624366,0.00653706
Modulations of wheat growth by selenium nanoparticles under salinity stress,60,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37,ClassB,10,ClassA,chl B,Photosynthetic Pigment,3,0.555147059,0.020220588,3,0.584558824,0.079044118,0.051624366,0.00653706
Modulations of wheat growth by selenium nanoparticles under salinity stress,60,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37,ClassB,50,ClassC,chl B,Photosynthetic Pigment,3,0.555147059,0.020220588,3,0.720588235,0.056985294,0.260834822,0.002526867
Modulations of wheat growth by selenium nanoparticles under salinity stress,60,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37,ClassB,100,ClassD,chlorophyll,Photosynthetic Pigment,3,1.440217391,0.081521739,3,1.559782609,0.016304348,0.07975239,0.001104417
Modulations of wheat growth by selenium nanoparticles under salinity stress,60,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37,ClassB,10,ClassA,chlorophyll,Photosynthetic Pigment,3,1.440217391,0.081521739,3,1.619565217,0.086956522,0.11736366,0.002028913
Modulations of wheat growth by selenium nanoparticles under salinity stress,60,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37,ClassB,50,ClassC,chlorophyll,Photosynthetic Pigment,3,1.440217391,0.081521739,3,1.777173913,0.119565217,0.210230345,0.002576785
Modulations of wheat growth by selenium nanoparticles under salinity stress,60,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37,ClassB,100,ClassD,plant height,Growth,3,67.04255861,0.637104995,3,67.99821611,1.27420999,0.01415385,0.000147151
Modulations of wheat growth by selenium nanoparticles under salinity stress,60,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37,ClassB,10,ClassA,plant height,Growth,3,67.04255861,0.637104995,3,69.43170234,1.592762487,0.035015948,0.000205517
Modulations of wheat growth by selenium nanoparticles under salinity stress,60,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37,ClassB,50,ClassC,plant height,Growth,3,67.04255861,0.637104995,3,71.02446483,1.433486239,0.057696772,0.000165887
Modulations of wheat growth by selenium nanoparticles under salinity stress,60,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37,ClassB,100,ClassD,thousands grams,Yield,3,31.2345679,3.703703704,3,34.07407407,0.987654321,0.087011377,0.004966894
Modulations of wheat growth by selenium nanoparticles under salinity stress,60,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37,ClassB,10,ClassA,thousands grams,Yield,3,31.2345679,3.703703704,3,37.77777778,1.358024691,0.190195613,0.005117587
Modulations of wheat growth by selenium nanoparticles under salinity stress,60,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37,ClassB,50,ClassC,thousands grams,Yield,3,31.2345679,3.703703704,3,39.38271605,0.49382716,0.231801614,0.004739251
"Plant Nanobionic Effect of Multi-walled Carbon Nanotubes
on Growth, Anatomy, Yield and Grain Composition of Rice",61,2020,Anjali Joshi,Pot,C,Seed,Rice,10,ClassA,70,ClassC,shoot length,Growth,5,76.51515152,4.848484848,5,92.72727273,3.939393939,0.192173853,0.001164031
"Plant Nanobionic Effect of Multi-walled Carbon Nanotubes
on Growth, Anatomy, Yield and Grain Composition of Rice",61,2020,Anjali Joshi,Pot,C,Seed,Rice,10,ClassA,80,ClassC,shoot length,Growth,5,76.51515152,4.848484848,5,95.75757576,4.242424242,0.224330965,0.001195624
"Plant Nanobionic Effect of Multi-walled Carbon Nanotubes
on Growth, Anatomy, Yield and Grain Composition of Rice",61,2020,Anjali Joshi,Pot,C,Seed,Rice,10,ClassA,90,ClassC,shoot length,Growth,5,76.51515152,4.848484848,5,98.33333333,4.848484848,0.250874287,0.001289287
"Plant Nanobionic Effect of Multi-walled Carbon Nanotubes
on Growth, Anatomy, Yield and Grain Composition of Rice",61,2020,Anjali Joshi,Pot,C,Seed,Rice,10,ClassA,70,ClassC,hundreds grams,Yield,5,2.243243243,0.121621622,5,2.355855856,0.108108108,0.048981387,0.001009056
"Plant Nanobionic Effect of Multi-walled Carbon Nanotubes
on Growth, Anatomy, Yield and Grain Composition of Rice",61,2020,Anjali Joshi,Pot,C,Seed,Rice,10,ClassA,80,ClassC,hundreds grams,Yield,5,2.243243243,0.121621622,5,2.427927928,0.130630631,0.079115494,0.001166854
"Plant Nanobionic Effect of Multi-walled Carbon Nanotubes
on Growth, Anatomy, Yield and Grain Composition of Rice",61,2020,Anjali Joshi,Pot,C,Seed,Rice,10,ClassA,90,ClassC,hundreds grams,Yield,5,2.243243243,0.121621622,5,2.472972973,0.121621622,0.097498365,0.001071635
"Effect of Foliar Spray Application of Zinc Oxide 
Nanoparticles on Quantitative, Nutritional, and 
Physiological Parameters of Foxtail Millet (Setaria 
italica L.) under Field Conditions",62,2019,Marek Kolen?¨ªk,Field,Zn,Foliar,Rice,40,ClassB,2.6,ClassA,plant height,Growth,3,103.1,19.2,3,108.9,12.1,0.054730639,0.015675387
"Effect of Foliar Spray Application of Zinc Oxide 
Nanoparticles on Quantitative, Nutritional, and 
Physiological Parameters of Foxtail Millet (Setaria 
italica L.) under Field Conditions",62,2019,Marek Kolen?¨ªk,Field,Zn,Foliar,Rice,40,ClassB,2.6,ClassA,thousands grams,Yield,3,5.37,0.89,3,5.19,0.51,-0.034094211,0.012374822
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,5,ClassA,plant height,Growth,4,42.25225225,1.261261261,4,48.55855856,1.171171171,0.139112803,0.000368195
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,10,ClassA,plant height,Growth,4,42.25225225,1.261261261,4,51.89189189,1.081271144,0.205504892,0.000331312
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,15,ClassA,plant height,Growth,4,42.25225225,1.261261261,4,53.78378378,0.624835505,0.241314345,0.000256509
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,20,ClassB,plant height,Growth,4,42.25225225,1.261261261,4,57.2972973,1.712782692,0.304595795,0.000446163
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,5,ClassA,grain yield/plant,Yield,4,10.10273973,0.51369863,4,12.7739726,0.376712329,0.234603063,0.00086379
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,10,ClassA,grain yield/plant,Yield,4,10.10273973,0.51369863,4,14.5890411,0.308219178,0.36746399,0.000757951
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,15,ClassA,grain yield/plant,Yield,4,10.10273973,0.51369863,4,15.61643836,0.684931507,0.435517453,0.001127283
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,20,ClassB,grain yield/plant,Yield,4,10.10273973,0.51369863,4,17.2260274,0.342465753,0.533614814,0.000745177
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,5,ClassA,chl A,Photosynthetic Pigment,4,2.280851064,0.076595745,4,2.663829787,0.085106383,0.15521621,0.000537122
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,10,ClassA,chl A,Photosynthetic Pigment,4,2.280851064,0.076595745,4,2.817021277,0.178723404,0.211131395,0.001288228
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,15,ClassA,chl A,Photosynthetic Pigment,4,2.280851064,0.076595745,4,3.123404255,0.127659574,0.314374867,0.000699568
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,20,ClassB,chl A,Photosynthetic Pigment,4,2.280851064,0.076595745,4,3.310638298,0.127659574,0.372592363,0.000653666
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,5,ClassA,chl B,Photosynthetic Pigment,4,0.642857143,0.044642857,4,0.782738095,0.098214286,0.196875624,0.005141645
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,10,ClassA,chl B,Photosynthetic Pigment,4,0.642857143,0.044642857,4,0.985119048,0.113095238,0.426839968,0.004500601
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,15,ClassA,chl B,Photosynthetic Pigment,4,0.642857143,0.044642857,4,1.214285714,0.068452381,0.635988766,0.002000099
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100,ClassC,20,ClassB,chl B,Photosynthetic Pigment,4,0.642857143,0.044642857,4,1.389880952,0.035714286,0.771050849,0.001370703
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,25,ClassB,plant height,Growth,4,41.08108108,0.900900901,4,46.57657658,1.441441441,0.125550065,0.000359671
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,50,ClassC,plant height,Growth,4,41.08108108,0.900900901,4,50.54054054,1.801801802,0.207228096,0.000437971
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,75,ClassC,plant height,Growth,4,41.08108108,0.900900901,4,51.62162162,1.081081081,0.228392907,0.000229875
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,100,ClassD,plant height,Growth,4,41.08108108,0.900900901,4,56.48648649,0.990990991,0.318453731,0.000197176
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,25,ClassB,grain yield/plant,Yield,4,10.1369863,0.479452055,4,12.67123288,0.342465753,0.223143552,0.000741874
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,50,ClassC,grain yield/plant,Yield,4,10.1369863,0.479452055,4,14.5890411,0.479452055,0.364079892,0.000829267
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,75,ClassC,grain yield/plant,Yield,4,10.1369863,0.479452055,4,15.92465753,0.410958904,0.451677951,0.000725752
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,100,ClassD,grain yield/plant,Yield,4,10.1369863,0.479452055,4,17.60273973,0.308219178,0.551863811,0.000635906
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,25,ClassB,chl A,Photosynthetic Pigment,4,2.280851064,0.076595745,4,2.629787234,0.068085106,0.142354296,0.000449512
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,50,ClassC,chl A,Photosynthetic Pigment,4,2.280851064,0.076595745,4,2.995744681,0.119148936,0.272644195,0.000677407
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,75,ClassC,chl A,Photosynthetic Pigment,4,2.280851064,0.076595745,4,3.327659574,0.178723404,0.377720579,0.001003088
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,100,ClassD,chl A,Photosynthetic Pigment,4,2.280851064,0.076595745,4,3.557446809,0.187234043,0.444494452,0.00097446
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,25,ClassB,chl B,Photosynthetic Pigment,4,0.616071429,0.038690476,4,0.839285714,0.098214286,0.309188277,0.004409515
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,50,ClassC,chl B,Photosynthetic Pigment,4,0.616071429,0.038690476,4,1.083333333,0.071428571,0.564435073,0.002072846
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,75,ClassC,chl B,Photosynthetic Pigment,4,0.616071429,0.038690476,4,1.336309524,0.053571429,0.774304094,0.001387804
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30,ClassA,100,ClassD,chl B,Photosynthetic Pigment,4,0.616071429,0.038690476,4,1.44047619,0.089285714,0.849366112,0.001946508
"Response of rice yield and quality to nano-fertilizers in
comparison with conventional fertilizers",64,2016,Seyed Taghi Sadati Valojai,Field,N,Foliar,Rice,60,ClassB,1000,ClassF,grains yield,Yield,3,1.988888889,0.1,3,3.977777778,0.177777778,0.693147181,0.001508484
"Response of rice yield and quality to nano-fertilizers in
comparison with conventional fertilizers",64,2016,Seyed Taghi Sadati Valojai,Field,P,Foliar,Rice,60,ClassB,1000,ClassF,grains yield,Yield,3,1.988888889,0.1,3,2.8,0.311111111,0.342043282,0.004957897
"Response of rice yield and quality to nano-fertilizers in
comparison with conventional fertilizers",64,2016,Seyed Taghi Sadati Valojai,Field,K,Foliar,Rice,60,ClassB,1000,ClassF,grains yield,Yield,3,1.988888889,0.1,3,3.422222222,0.244444444,0.542713977,0.002543351
"Response of rice yield and quality to nano-fertilizers in
comparison with conventional fertilizers",64,2016,Seyed Taghi Sadati Valojai,Field,N,Foliar,Rice,60,ClassB,1000,ClassF,grains yield,Yield,3,4.322580645,0.548387097,3,6.758064516,0.5,0.446883939,0.007189593
"Response of rice yield and quality to nano-fertilizers in
comparison with conventional fertilizers",64,2016,Seyed Taghi Sadati Valojai,Field,P,Foliar,Rice,60,ClassB,1000,ClassF,grains yield,Yield,3,4.322580645,0.548387097,3,6.161290323,0.580645161,0.354433628,0.008325411
"Response of rice yield and quality to nano-fertilizers in
comparison with conventional fertilizers",64,2016,Seyed Taghi Sadati Valojai,Field,K,Foliar,Rice,60,ClassB,1000,ClassF,grains yield,Yield,3,4.322580645,0.548387097,3,5.322580645,0.661290323,0.208105674,0.01051036
"Foliar Applied Selenium Nanoparticles Can Alleviate Soil Cadmium 
Stress Through Physio chemical and Stomatal Changes to Optimize 
Yield, Antioxidant Capacity, and Fatty Acid Profle of Wheat  ",66,2022,Leila Nasirzadeh,Pot,Se,Foliar,Wheat,40,ClassB,20,ClassB,grains yield,Yield,5,14.99173028,0.270356234,5,15.05534351,0.238549618,0.004234244,0.000115255
"Foliar Applied Selenium Nanoparticles Can Alleviate Soil Cadmium 
Stress Through Physio chemical and Stomatal Changes to Optimize 
Yield, Antioxidant Capacity, and Fatty Acid Profle of Wheat  ",66,2022,Leila Nasirzadeh,Pot,Se,Foliar,Wheat,40,ClassB,40,ClassB,grains yield,Yield,5,14.99173028,0.270356234,5,15.61195929,0.254452926,0.040538507,0.000118172
"Simultaneous mitigation of cadmium and drought stress in wheat by
soil application of iron nanoparticles",67,2020,Muhammad Adrees,Pot,Fe,Soil,Wheat,100,ClassC,25,ClassB,plant height,Growth,4,44.06015038,3.408521303,4,44.86215539,1.453634085,0.018038821,0.001758643
"Simultaneous mitigation of cadmium and drought stress in wheat by
soil application of iron nanoparticles",67,2020,Muhammad Adrees,Pot,Fe,Soil,Wheat,100,ClassC,50,ClassC,plant height,Growth,4,44.06015038,3.408521303,4,54.28571429,2.857142857,0.208705349,0.002188688
"Simultaneous mitigation of cadmium and drought stress in wheat by
soil application of iron nanoparticles",67,2020,Muhammad Adrees,Pot,Fe,Soil,Wheat,100,ClassC,100,ClassD,plant height,Growth,4,44.06015038,3.408521303,4,56.49122807,5.213032581,0.248529616,0.003625085
"Simultaneous mitigation of cadmium and drought stress in wheat by
soil application of iron nanoparticles",67,2020,Muhammad Adrees,Pot,Fe,Soil,Wheat,100,ClassC,25,ClassB,grain yield/plant,Yield,4,7.057471264,0.540229885,4,9.045977011,0.310344828,0.24823332,0.001759121
"Simultaneous mitigation of cadmium and drought stress in wheat by
soil application of iron nanoparticles",67,2020,Muhammad Adrees,Pot,Fe,Soil,Wheat,100,ClassC,50,ClassC,grain yield/plant,Yield,4,7.057471264,0.540229885,4,9.574712644,0.643678161,0.305038714,0.002594733
"Simultaneous mitigation of cadmium and drought stress in wheat by
soil application of iron nanoparticles",67,2020,Muhammad Adrees,Pot,Fe,Soil,Wheat,100,ClassC,100,ClassD,grain yield/plant,Yield,4,7.057471264,0.540229885,4,11.27586207,0.701149425,0.468577532,0.002431503
"Influence of nanoscale micro-nutrient ¦Á-Fe2O3 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize ",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Rice,25,ClassA,10,ClassA,thousands grams,Yield,4,15.81259259,0.416666667,4,16.06722222,0.277777778,0.015974688,0.000248308
"Influence of nanoscale micro-nutrient ¦Á-Fe2O4 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Rice,25,ClassA,25,ClassB,thousands grams,Yield,4,15.81259259,0.416666667,4,16.02092593,0.287777778,0.013089116,0.000254249
"Influence of nanoscale micro-nutrient ¦Á-Fe2O5 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Rice,25,ClassA,50,ClassC,thousands grams,Yield,4,15.81259259,0.416666667,4,15.60425926,0.648148148,-0.013262715,0.000604907
"Influence of nanoscale micro-nutrient ¦Á-Fe2O6 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Rice,25,ClassA,75,ClassC,thousands grams,Yield,4,15.81259259,0.416666667,4,16.04407407,0.555555556,0.014532943,0.000473339
"Influence of nanoscale micro-nutrient ¦Á-Fe2O7 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Maize,25,ClassA,10,ClassA,thousands grams,Yield,4,306.6692872,2.620545073,4,317.1514675,1.965408805,0.033609549,2.79E-05
"Influence of nanoscale micro-nutrient ¦Á-Fe2O8 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Maize,25,ClassA,25,ClassB,thousands grams,Yield,4,306.6692872,2.620545073,4,331.5644654,13.10272537,0.07805233,0.000408671
"Influence of nanoscale micro-nutrient ¦Á-Fe2O9 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Maize,25,ClassA,50,ClassC,thousands grams,Yield,4,306.6692872,2.620545073,4,337.4606918,9.827044025,0.095679108,0.000230257
"Influence of nanoscale micro-nutrient ¦Á-Fe2O10 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Maize,25,ClassA,75,ClassC,thousands grams,Yield,4,306.6692872,2.620545073,4,344.9947589,6.551362683,0.117759299,0.000108408
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",69,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30,ClassA,25,ClassB,plant height,Growth,4,48.12371399,3.334728789,4,51.20192518,2.394164259,0.062002063,0.001747054
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",69,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30,ClassA,50,ClassC,plant height,Growth,4,48.12371399,3.334728789,4,56.84531236,1.282587996,0.166558691,0.001327716
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",69,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30,ClassA,100,ClassD,plant height,Growth,4,48.12371399,3.334728789,4,60.00902942,2.308658392,0.220719971,0.001570467
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",69,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30,ClassA,25,ClassB,grain yield/plant,Yield,4,7.72972973,0.630630631,4,9.405405405,0.414414414,0.196210669,0.002149381
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",69,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30,ClassA,50,ClassC,grain yield/plant,Yield,4,7.72972973,0.630630631,4,10.01801802,0.612612613,0.259311375,0.002598895
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",69,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30,ClassA,100,ClassD,grain yield/plant,Yield,4,7.72972973,0.630630631,4,11.72972973,0.522522523,0.417052723,0.002160137
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",69,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30,ClassA,25,ClassB,chl A,Photosynthetic Pigment,4,2.734848485,0.227272727,4,3.098484848,0.106060606,0.124837197,0.002019426
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",69,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30,ClassA,50,ClassC,chl A,Photosynthetic Pigment,4,2.734848485,0.227272727,4,3.386363636,0.189393939,0.213680636,0.002508503
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",69,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30,ClassA,100,ClassD,chl A,Photosynthetic Pigment,4,2.734848485,0.227272727,4,3.825757576,0.21969697,0.335680471,0.002550935
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",69,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30,ClassA,25,ClassB,chl B,Photosynthetic Pigment,4,1.592592593,0.178451178,4,1.831649832,0.175084175,0.139853858,0.00542312
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",69,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30,ClassA,50,ClassC,chl B,Photosynthetic Pigment,4,1.592592593,0.178451178,4,2.127946128,0.097643098,0.289794005,0.003665225
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",69,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30,ClassA,100,ClassD,chl B,Photosynthetic Pigment,4,1.592592593,0.178451178,4,2.296296296,0.121212121,0.365934269,0.00383543
