title,number,year,auther,experiment,NPs_type,Method,Crop,NPs_size,Size_class,Concentration,Concentration_class,Performance_class,Performance,n1,mean1,sd1,n2,mean2,sd2,lnRR,vi,Condition,pct_change,study_id,Stress_type,Stress_class
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Si,Foliar,Rice,30.0,ClassA,200.0,ClassD,grains yield,Yield,4,8.39,1.678,4,8.83,1.766,0.051114494,0.02,Non-stress,5.244338483819599,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Si,Foliar,Rice,30.0,ClassA,50.0,ClassC,grains yield,Yield,4,7.97,1.594,4,8.37,1.674,0.048969392,0.02,Non-stress,5.018820608747698,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Si,Foliar,Rice,30.0,ClassA,100.0,ClassD,grains yield,Yield,4,7.97,1.594,4,8.43,1.686,0.056112279,0.02,Non-stress,5.771643641353474,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Si,Foliar,Rice,30.0,ClassA,200.0,ClassD,grains yield,Yield,4,7.97,1.594,4,9.18,1.836,0.141342712,0.02,Non-stress,15.18193226547142,73,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20.0,ClassB,thousands grams,Yield,4,25.5,5.1,4,26.15,5.23,0.025170738,0.02,Non-stress,2.5490195723046227,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40.0,ClassB,thousands grams,Yield,4,25.5,5.1,4,26.66,5.332,0.044485863,0.02,Non-stress,4.549019651107389,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60.0,ClassC,thousands grams,Yield,4,25.5,5.1,4,26.94,5.388,0.054933719,0.02,Non-stress,5.647058842774344,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20.0,ClassB,thousands grams,Yield,4,25.61,5.122,4,26.33,5.266,0.027726073,0.02,Non-stress,2.8114017656605705,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40.0,ClassB,thousands grams,Yield,4,25.61,5.122,4,26.74,5.348,0.043177671,0.02,Non-stress,4.412338881828992,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60.0,ClassC,thousands grams,Yield,4,25.61,5.122,4,27.02,5.404,0.053594432,0.02,Non-stress,5.505661817012397,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20.0,ClassB,thousands grams,Yield,4,25.89,5.178,4,26.21,5.242,0.012284224,0.02,Non-stress,1.2359984983442374,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40.0,ClassB,thousands grams,Yield,4,25.89,5.178,4,27.45,5.49,0.058509374,0.02,Non-stress,6.025492447767622,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60.0,ClassC,thousands grams,Yield,4,25.89,5.178,4,27.42,5.484,0.05741588,0.02,Non-stress,5.909617573714954,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20.0,ClassB,thousands grams,Yield,4,25.97,5.194,4,26.61,5.322,0.024345059,0.02,Non-stress,2.464381946936567,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40.0,ClassB,thousands grams,Yield,4,25.97,5.194,4,27.28,5.456,0.049211807,0.02,Non-stress,5.044281832112119,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60.0,ClassC,thousands grams,Yield,4,25.97,5.194,4,27.6,5.52,0.060873747,0.02,Non-stress,6.276472848143455,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20.0,ClassB,grains yield,Yield,4,8.31,1.662,4,9.22,1.844,0.103915429,0.02,Non-stress,10.950661886347014,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40.0,ClassB,grains yield,Yield,4,8.31,1.662,4,9.59,1.918,0.14326128,0.02,Non-stress,15.403128757299346,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60.0,ClassC,grains yield,Yield,4,8.31,1.662,4,9.98,1.996,0.183123481,0.02,Non-stress,20.096269499987507,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20.0,ClassB,grains yield,Yield,4,8.24,1.648,4,9.37,1.874,0.128512752,0.02,Non-stress,13.713592195603574,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40.0,ClassB,grains yield,Yield,4,8.24,1.648,4,9.78,1.956,0.17133914,0.02,Non-stress,18.689320373472327,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60.0,ClassC,grains yield,Yield,4,8.24,1.648,4,10.05,2.01,0.198572291,0.02,Non-stress,21.966019468249655,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20.0,ClassB,grains yield,Yield,4,8.83,1.766,4,9.44,1.888,0.066800966,0.02,Non-stress,6.9082673196812605,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40.0,ClassB,grains yield,Yield,4,8.83,1.766,4,10.23,2.046,0.147169565,0.02,Non-stress,15.855039597320175,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60.0,ClassC,grains yield,Yield,4,8.83,1.766,4,10.37,2.074,0.160762008,0.02,Non-stress,17.440543645332585,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20.0,ClassB,grains yield,Yield,4,9.15,1.83,4,9.67,1.934,0.05527443,0.02,Non-stress,5.683060090502012,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40.0,ClassB,grains yield,Yield,4,9.15,1.83,4,10.4,2.08,0.128051927,0.02,Non-stress,13.661202201716627,75,,
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60.0,ClassC,grains yield,Yield,4,9.15,1.83,4,10.43,2.086,0.13093239,0.02,Non-stress,13.989071069569725,75,,
The application of nanoparticles on the yield and nutritional quality of rice under different irrigation regimes,76,2023,Mehrnaz Zarei,Field,Zn,Foliar,Rice,40.0,ClassB,50.0,ClassC,grains yield,Yield,4,5.39,1.078,4,5.747,1.1494,0.064132595,0.02,Non-stress,6.623376665524994,76,,
The application of nanoparticles on the yield and nutritional quality of rice under different irrigation regimes,76,2023,Mehrnaz Zarei,Field,Si,Foliar,Rice,30.0,ClassA,50.0,ClassC,grains yield,Yield,4,5.39,1.078,4,5.586,1.1172,0.035718083,0.02,Non-stress,3.636363677602694,76,,
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17.0,ClassA,50.0,ClassC,grains yield,Yield,3,5.78125,0.78125,3,9.375,1.25,0.48342665,0.012013094,Non-stress,62.16216223061466,77,,
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17.0,ClassA,100.0,ClassD,grains yield,Yield,3,5.78125,0.78125,3,15.46875,1.40625,0.984201937,0.008841989,Non-stress,167.56756743636168,77,,
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17.0,ClassA,150.0,ClassD,grains yield,Yield,3,5.78125,0.78125,3,17.65625,1.09375,1.116469906,0.007366308,Non-stress,205.4054053846024,77,,
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17.0,ClassA,50.0,ClassC,thousands grams,Yield,3,5.3125,0.46875,3,8.75,0.625,0.498991166,0.004295836,Non-stress,64.70588233334318,77,,
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17.0,ClassA,100.0,ClassD,thousands grams,Yield,3,5.3125,0.46875,3,12.8125,1.25,0.880358723,0.00576787,Non-stress,141.17647067310725,77,,
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17.0,ClassA,150.0,ClassD,thousands grams,Yield,3,5.3125,0.46875,3,15.9375,0.625,1.098612289,0.003107779,Non-stress,200.0000000995671,77,,
