title,number,year,auther,experiment,NPs_type,Method,Crop,NPs_size,Size_class,Concentration,Concentration_class,Performance_class,Performance,n1,mean1,sd1,n2,mean2,sd2,lnRR,vi,Condition,pct_change,study_id,Stress_type,Stress_class
Modulations of wheat growth by selenium nanoparticles under salinity stress,24,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37.0,class B,10.0,ClassA,thousands grams,Yield,3,25.30864198,1.111111111,3,32.59259259,2.098765432,0.252939124,0.002024668,Stress,28.780487803859668,24,Salt,Abiotic
Modulations of wheat growth by selenium nanoparticles under salinity stress,24,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37.0,class B,50.0,ClassC,thousands grams,Yield,3,25.30864198,1.111111111,3,36.04938272,0.864197531,0.353743823,0.000834037,Stress,42.43902437174485,24,Salt,Abiotic
Modulations of wheat growth by selenium nanoparticles under salinity stress,24,2024,Sara Zafar,Pot,Se,Foliar,Wheat,37.0,class B,100.0,ClassD,thousands grams,Yield,4,25.30864198,1.111111111,4,37.90123457,0.864197531,0.403837768,0.000611831,Stress,49.756097493766724,24,Salt,Abiotic
"Seed priming with silicon nanoparticles improved the biomass and yield
while reduced the oxidative stress and cadmium concentration
in wheat grains",25,2019,Afzal Hussain,Pot,Si,Foliar,Wheat,30.0,class A,300.0,ClassE,grain yield/plant,Yield,4,10.14285714,0.5,4,12.71428571,0.392857143,0.225956493,0.000846203,Stress,25.352112714812147,25,Heavy_Metal,Abiotic
"Seed priming with silicon nanoparticles improved the biomass and yield
while reduced the oxidative stress and cadmium concentration
in wheat grains",25,2019,Afzal Hussain,Pot,Si,Foliar,Wheat,30.0,class A,600.0,ClassE,grain yield/plant,Yield,4,10.14285714,0.5,4,14.60714286,0.642857143,0.364740918,0.001091734,Stress,44.014084524094145,25,Heavy_Metal,Abiotic
"Seed priming with silicon nanoparticles improved the biomass and yield
while reduced the oxidative stress and cadmium concentration
in wheat grains",25,2019,Afzal Hussain,Pot,Si,Foliar,Wheat,30.0,class A,900.0,ClassE,grain yield/plant,Yield,4,10.14285714,0.5,4,15.35714286,0.5,0.414810971,0.000872526,Stress,51.40845077593208,25,Heavy_Metal,Abiotic
"Seed priming with silicon nanoparticles improved the biomass and yield
while reduced the oxidative stress and cadmium concentration
in wheat grains",25,2019,Afzal Hussain,Pot,Si,Foliar,Wheat,30.0,class A,1200.0,ClassF,grain yield/plant,Yield,4,10.14285714,0.5,4,16.42857143,0.464285714,0.482252252,0.000807188,Stress,61.97183109574298,25,Heavy_Metal,Abiotic
"Transcriptome Reveals the Rice Response to Elevated Free Air CO2
Concentration and TiO2 Nanoparticles",26,2019,Mei-Ling Xu,Pot,Ti,Soil,Rice,100.0,class C,200.0,ClassD,thousands grams,Yield,3,28.1,1.3,3,27.7,1.0,-0.014337163,0.001147862,Stress,-1.4234875300516703,26,Climatic_Stress,Abiotic
"Foliar Applied Selenium Nanoparticles Can Alleviate Soil Cadmium 
Stress Through Physio chemical and Stomatal Changes to Optimize 
Yield, Antioxidant Capacity, and Fatty Acid Profle of Wheat (Triticum 
aestivum L.)",27,2022,Leila Nasirzadeh,Pot,Se,Foliar,Wheat,40.0,class B,20.0,Class B,grains yield,Yield,5,13.29007634,0.429389313,5,14.67366412,0.143129771,0.099036714,0.000227803,Stress,10.410683499310824,27,Heavy_Metal,Abiotic
"Foliar Applied Selenium Nanoparticles Can Alleviate Soil Cadmium 
Stress Through Physio chemical and Stomatal Changes to Optimize 
Yield, Antioxidant Capacity, and Fatty Acid Profle of Wheat (Triticum 
aestivum L.)",27,2022,Leila Nasirzadeh,Pot,Se,Foliar,Wheat,40.0,class B,40.0,ClassB,grains yield,Yield,5,13.29007634,0.429389313,5,14.81679389,0.254452926,0.108743643,0.000267759,Stress,11.487650730729815,27,Heavy_Metal,Abiotic
"Foliar Applied Selenium Nanoparticles Can Alleviate Soil Cadmium 
Stress Through Physio chemical and Stomatal Changes to Optimize 
Yield, Antioxidant Capacity, and Fatty Acid Profle of Wheat (Triticum 
aestivum L.)",27,2022,Leila Nasirzadeh,Pot,Se,Foliar,Wheat,40.0,class B,20.0,Class B,grains yield,Yield,5,9.982188295,0.349872774,5,12.46310433,0.683842239,0.221970292,0.000847825,Stress,24.85342858567572,27,Heavy_Metal,Abiotic
"Foliar Applied Selenium Nanoparticles Can Alleviate Soil Cadmium 
Stress Through Physio chemical and Stomatal Changes to Optimize 
Yield, Antioxidant Capacity, and Fatty Acid Profle of Wheat (Triticum 
aestivum L.)",27,2022,Leila Nasirzadeh,Pot,Se,Foliar,Wheat,40.0,class B,40.0,ClassB,grains yield,Yield,5,9.982188295,0.349872774,5,12.31997455,0.636132316,0.210419558,0.000778915,Stress,23.4195768052915,27,Heavy_Metal,Abiotic
"Foliar Applied Selenium Nanoparticles Can Alleviate Soil Cadmium 
Stress Through Physio chemical and Stomatal Changes to Optimize 
Yield, Antioxidant Capacity, and Fatty Acid Profle of Wheat (Triticum 
aestivum L.)",27,2022,Leila Nasirzadeh,Pot,Se,Foliar,Wheat,40.0,class B,20.0,Class B,thousands grams,Yield,5,40.56152927,0.657108722,5,42.95101553,0.238948626,0.05724023,5.87e-05,Stress,5.891016183103082,27,Heavy_Metal,Abiotic
"Foliar Applied Selenium Nanoparticles Can Alleviate Soil Cadmium 
Stress Through Physio chemical and Stomatal Changes to Optimize 
Yield, Antioxidant Capacity, and Fatty Acid Profle of Wheat (Triticum 
aestivum L.)",27,2022,Leila Nasirzadeh,Pot,Se,Foliar,Wheat,40.0,class B,40.0,ClassB,thousands grams,Yield,5,40.56152927,0.657108722,5,43.42891278,0.477897252,0.06830535,7.67e-05,Stress,7.069219443049124,27,Heavy_Metal,Abiotic
"Foliar Applied Selenium Nanoparticles Can Alleviate Soil Cadmium 
Stress Through Physio chemical and Stomatal Changes to Optimize 
Yield, Antioxidant Capacity, and Fatty Acid Profle of Wheat (Triticum 
aestivum L.)",27,2022,Leila Nasirzadeh,Pot,Se,Foliar,Wheat,40.0,class B,20.0,Class B,thousands grams,Yield,5,33.63201912,0.657216249,5,36.260454,0.597371565,0.075249163,0.000130655,Stress,7.815275319480741,27,Heavy_Metal,Abiotic
"Foliar Applied Selenium Nanoparticles Can Alleviate Soil Cadmium 
Stress Through Physio chemical and Stomatal Changes to Optimize 
Yield, Antioxidant Capacity, and Fatty Acid Profle of Wheat (Triticum 
aestivum L.)",27,2022,Leila Nasirzadeh,Pot,Se,Foliar,Wheat,40.0,class B,40.0,ClassB,thousands grams,Yield,5,33.63201912,0.657216249,5,37.03703704,1.135005974,0.09643985,0.000264198,Stress,10.124333936472985,27,Heavy_Metal,Abiotic
"Simultaneous mitigation of cadmium and drought stress in wheat by
soil application of iron nanoparticles",28,2020,Muhammad Adrees,Pot,Fe,Soil,Wheat,100.0,class C,25.0,ClassB,grain yield/plant,Yield,4,5.413793103,0.287356322,4,7.459770115,0.344827586,0.320574623,0.00123852,Stress,37.79193210248424,28,Drought,Abiotic
"Simultaneous mitigation of cadmium and drought stress in wheat by
soil application of iron nanoparticles",28,2020,Muhammad Adrees,Pot,Fe,Soil,Wheat,100.0,class C,50.0,ClassC,grain yield/plant,Yield,4,5.413793103,0.287356322,4,8.701149425,0.620689655,0.474505159,0.001976476,Stress,60.721868297511584,28,Drought,Abiotic
"Simultaneous mitigation of cadmium and drought stress in wheat by
soil application of iron nanoparticles",28,2020,Muhammad Adrees,Pot,Fe,Soil,Wheat,100.0,class C,100.0,ClassD,grain yield/plant,Yield,4,5.413793103,0.287356322,4,9.551724138,0.551724138,0.567771701,0.001538438,Stress,76.43312104750864,28,Drought,Abiotic
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",29,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30.0,class A,25.0,ClassB,grain yield/plant,Yield,4,5.90990991,0.252252252,4,7.801801802,0.486486486,0.27772412,0.001427515,Stress,32.01219517233418,29,Drought,Abiotic
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",29,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30.0,class A,50.0,ClassC,grain yield/plant,Yield,4,5.90990991,0.252252252,4,9.117117117,0.522522523,0.433523061,0.001276632,Stress,54.26829269784121,29,Drought,Abiotic
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",29,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30.0,class A,100.0,ClassD,grain yield/plant,Yield,4,5.90990991,0.252252252,4,9.981981982,0.468468468,0.524151078,0.001006097,Stress,68.90243896305502,29,Drought,Abiotic
"Heat Waves Coupled with Nanoparticles
Induce Yield and Nutritional Losses in Rice by
Regulating Stomatal Closure",30,2024,Shuqing Guo,Pot,Ce,Foliar,Rice,20.0,class A,100.0,ClassD,grain yield/plant,Yield,6,9.876923077,0.830769231,6,9.907692308,0.692307692,0.003110422,0.001992913,Stress,0.3115264381824412,30,Climatic_Stress,Abiotic
"Foliar application of iron-based nanofertilizers to
wheat grown in a Cd-contaminated field:
implications for food safety and biofortification",32,2024,Jiapan Lian,Field,Fe,Foliar,Rice,51.5,class B,50.0,ClassC,thousands grams,Yield,4,45.76344086,1.462365591,4,45.07526882,0.731182796,-0.015151805,0.000321062,Stress,-1.503759396466997,32,Heavy_Metal,Abiotic
"Foliar application of iron-based nanofertilizers to
wheat grown in a Cd-contaminated field:
implications for food safety and biofortification",32,2024,Jiapan Lian,Field,Fe,Foliar,Rice,58.0,class B,50.0,ClassC,thousands grams,Yield,4,45.76344086,1.462365591,4,45.46236559,0.817204301,-0.006600684,0.000336057,Stress,-0.6578947337275265,32,Heavy_Metal,Abiotic
"Foliar application of iron-based nanofertilizers to
wheat grown in a Cd-contaminated field:
implications for food safety and biofortification",32,2024,Jiapan Lian,Field,Fe,Foliar,Rice,19.4,class A,50.0,ClassC,thousands grams,Yield,4,45.76344086,1.462365591,4,46.02150538,0.989247312,0.005623258,0.000370791,Stress,0.5639098192511627,32,Heavy_Metal,Abiotic
"Foliar application of iron-based nanofertilizers to
wheat grown in a Cd-contaminated field:
implications for food safety and biofortification",32,2024,Jiapan Lian,Field,Fe,Foliar,Rice,24.8,class A,50.0,ClassC,thousands grams,Yield,4,45.76344086,1.462365591,4,46.53763441,1.677419355,0.01677579,0.000580078,Stress,1.691729373662243,32,Heavy_Metal,Abiotic
"Foliar application of iron-based nanofertilizers to
wheat grown in a Cd-contaminated field:
implications for food safety and biofortification",32,2024,Jiapan Lian,Field,Fe,Foliar,Rice,51.5,class B,50.0,ClassC,grains yield,Yield,4,5.823529412,0.211764706,4,6.129411765,0.217647059,0.051192279,0.000645794,Stress,5.252525233087568,32,Heavy_Metal,Abiotic
"Foliar application of iron-based nanofertilizers to
wheat grown in a Cd-contaminated field:
implications for food safety and biofortification",32,2024,Jiapan Lian,Field,Fe,Foliar,Rice,58.0,class B,50.0,ClassC,grains yield,Yield,4,5.823529412,0.211764706,4,6.005882353,0.376470588,0.030832875,0.001312888,Stress,3.1313131275973127,32,Heavy_Metal,Abiotic
"Foliar application of iron-based nanofertilizers to
wheat grown in a Cd-contaminated field:
implications for food safety and biofortification",32,2024,Jiapan Lian,Field,Fe,Foliar,Rice,19.4,class A,50.0,ClassC,grains yield,Yield,4,5.823529412,0.211764706,4,6.135294118,0.282352941,0.052151512,0.000860064,Stress,5.353535367006179,32,Heavy_Metal,Abiotic
"Foliar application of iron-based nanofertilizers to
wheat grown in a Cd-contaminated field:
implications for food safety and biofortification",32,2024,Jiapan Lian,Field,Fe,Foliar,Rice,24.8,class A,50.0,ClassC,grains yield,Yield,4,5.823529412,0.211764706,4,6.311764706,0.458823529,0.080508799,0.00165166,Stress,8.383838329422888,32,Heavy_Metal,Abiotic
Effect of green and chemically synthesized titanium dioxide nanoparticles on cadmium accumulation in wheat grains and potential dietary health risk: A field investigation,33,2021,Muhammad Atif Irshad,Field,Ti,Foliar,Wheat,13.0,class A,100.0,ClassD,grain yield/plant,Yield,4,4.92641,0.26074,4,5.55962,0.18092,0.120919233,0.000965058,Stress,12.853376040013176,33,Heavy_Metal,Abiotic
Effect of green and chemically synthesized titanium dioxide nanoparticles on cadmium accumulation in wheat grains and potential dietary health risk: A field investigation,33,2021,Muhammad Atif Irshad,Field,Ti,Foliar,Wheat,8.0,class A,100.0,ClassD,grain yield/plant,Yield,4,4.92641,0.26074,4,6.17687,0.11706,0.226201143,0.000790105,Stress,25.382783860882796,33,Heavy_Metal,Abiotic
Effect of green and chemically synthesized titanium dioxide nanoparticles on cadmium accumulation in wheat grains and potential dietary health risk: A field investigation,33,2021,Muhammad Atif Irshad,Field,Ti,Foliar,Wheat,8.0,class A,100.0,ClassD,grain yield/plant,Yield,4,4.92641,0.26074,4,6.83136,0.05854,0.326913247,0.000718675,Stress,38.66811732101929,33,Heavy_Metal,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Seed,Rice,10.0,class A,12.5,ClassA,thousands grams,Yield,4,19.4,3.88,4,22.3,4.46,0.139313612,0.02,Stress,14.948453562636942,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Seed,Rice,100.0,class C,6.25,ClassA,thousands grams,Yield,4,19.4,3.88,4,23.5,4.7,0.191727355,0.02,Stress,21.134020608765347,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Foliar,Rice,10.0,class A,12.5,ClassA,thousands grams,Yield,4,19.4,3.88,4,22.2,4.44,0.134819223,0.02,Stress,14.432989712583911,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Foliar,Rice,10.0,class A,12.5,ClassA,thousands grams,Yield,4,19.4,3.88,4,22.1,4.42,0.130304542,0.02,Stress,13.917525721428948,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Foliar,Rice,10.0,class A,12.5,ClassA,thousands grams,Yield,4,19.4,3.88,4,24.6,4.92,0.237473377,0.02,Stress,26.80412372794716,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Foliar,Rice,100.0,class C,6.25,ClassA,thousands grams,Yield,4,19.4,3.88,4,22.4,4.48,0.143787893,0.02,Stress,15.46391754982297,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Foliar,Rice,100.0,class C,6.25,ClassA,thousands grams,Yield,4,19.4,3.88,4,22.3,4.46,0.139313612,0.02,Stress,14.948453562636942,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Foliar,Rice,100.0,class C,6.25,ClassA,thousands grams,Yield,4,19.4,3.88,4,23.8,4.76,0.204412515,0.02,Stress,22.680412419206753,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Seed,Rice,10.0,class A,12.5,ClassA,thousands grams,Yield,4,19.5,3.9,4,22.2,4.44,0.129677823,0.02,Stress,13.846153811028582,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Seed,Rice,100.0,class C,6.25,ClassA,thousands grams,Yield,4,19.5,3.9,4,23.2,4.64,0.173737813,0.02,Stress,18.97435896215658,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Foliar,Rice,10.0,class A,12.5,ClassA,thousands grams,Yield,4,19.5,3.9,4,22.0,4.4,0.120627988,0.02,Stress,12.82051284436141,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Foliar,Rice,10.0,class A,12.5,ClassA,thousands grams,Yield,4,19.5,3.9,4,22.2,4.44,0.129677823,0.02,Stress,13.846153811028582,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Foliar,Rice,10.0,class A,12.5,ClassA,thousands grams,Yield,4,19.5,3.9,4,23.9,4.78,0.203463993,0.02,Stress,22.56410251902792,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Foliar,Rice,100.0,class C,6.25,ClassA,thousands grams,Yield,4,19.5,3.9,4,22.6,4.52,0.147535441,0.02,Stress,15.897435931215465,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Foliar,Rice,100.0,class C,6.25,ClassA,thousands grams,Yield,4,19.5,3.9,4,22.1,4.42,0.125163143,0.02,Stress,13.333333338545984,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Foliar,Rice,100.0,class C,6.25,ClassA,thousands grams,Yield,4,19.5,3.9,4,23.3,4.66,0.178038895,0.02,Stress,19.487179486946026,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Seed,Rice,10.0,class A,12.5,ClassA,grains yield,Yield,4,3.78,0.756,4,4.26,0.852,0.119545151,0.02,Stress,12.698412737881636,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Seed,Rice,100.0,class C,6.25,ClassA,grains yield,Yield,4,3.78,0.756,4,5.0,1.0,0.279713903,0.02,Stress,32.27513230124286,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Foliar,Rice,10.0,class A,12.5,ClassA,grains yield,Yield,4,3.78,0.756,4,4.43,0.886,0.158675574,0.02,Stress,17.19576714589477,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Foliar,Rice,10.0,class A,12.5,ClassA,grains yield,Yield,4,3.78,0.756,4,4.26,0.852,0.119545151,0.02,Stress,12.698412737881636,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Foliar,Rice,10.0,class A,12.5,ClassA,grains yield,Yield,4,3.78,0.756,4,4.91,0.982,0.261549932,0.02,Stress,29.894179871457126,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Foliar,Rice,100.0,class C,6.25,ClassA,grains yield,Yield,4,3.78,0.756,4,4.83,0.966,0.245122458,0.02,Stress,27.777777773563027,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Foliar,Rice,100.0,class C,6.25,ClassA,grains yield,Yield,4,3.78,0.756,4,4.24,0.848,0.11483926,0.02,Stress,12.16931221279236,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Foliar,Rice,100.0,class C,6.25,ClassA,grains yield,Yield,4,3.78,0.756,4,4.68,0.936,0.2135741,0.02,Stress,23.809523772621265,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Seed,Rice,10.0,class A,12.5,ClassA,grains yield,Yield,4,4.49,0.898,4,5.08,1.016,0.12345856,0.02,Stress,13.140311822538164,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Seed,Rice,100.0,class C,6.25,ClassA,grains yield,Yield,4,4.49,0.898,4,5.41,1.082,0.186396391,0.02,Stress,20.489977715726738,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Foliar,Rice,10.0,class A,12.5,ClassA,grains yield,Yield,4,4.49,0.898,4,4.97,0.994,0.101567138,0.02,Stress,10.690423123357661,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Foliar,Rice,10.0,class A,12.5,ClassA,grains yield,Yield,4,4.49,0.898,4,4.96,0.992,0.099553039,0.02,Stress,10.46770601527709,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Si,Foliar,Rice,10.0,class A,12.5,ClassA,grains yield,Yield,4,4.49,0.898,4,5.34,1.068,0.173372951,0.02,Stress,18.93095765782178,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Foliar,Rice,100.0,class C,6.25,ClassA,grains yield,Yield,4,4.49,0.898,4,5.12,1.024,0.131301737,0.02,Stress,14.031180366994711,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Foliar,Rice,100.0,class C,6.25,ClassA,grains yield,Yield,4,4.49,0.898,4,4.99,0.998,0.105583208,0.02,Stress,11.135857459994902,34,Salt,Abiotic
"Influence of Nano Silicon and Nano Selenium on Root Characters, Growth, Ion Selectivity, Yield, and Yield Components of Rice  under Salinity Conditions",34,2021,Shimaa A. Badawy,Field,Se,Foliar,Rice,100.0,class C,6.25,ClassA,grains yield,Yield,4,4.49,0.898,4,5.04,1.008,0.11555338,0.02,Stress,12.24944317018406,34,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Zn,Foliar,Wheat,43.9,class B,100.0,ClassD,grains yield,Yield,3,0.741,0.11115,3,1.051,0.15765,0.349496746,0.015,Stress,41.83535768427957,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Zn,Foliar,Wheat,43.9,class B,100.0,ClassD,grains yield,Yield,3,1.424,0.2136,3,1.838,0.2757,0.255208211,0.015,Stress,29.073033715130524,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Zn,Foliar,Wheat,43.9,class B,100.0,ClassD,grains yield,Yield,3,1.956,0.2934,3,3.011,0.45165,0.431370678,0.015,Stress,53.93660533437268,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Zn,Foliar,Wheat,43.9,class B,100.0,ClassD,grains yield,Yield,3,2.774,0.4161,3,4.213,0.63195,0.417884661,0.015,Stress,51.8745493713352,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Zn,Foliar,Wheat,43.9,class B,100.0,ClassD,grains yield,Yield,3,3.155,0.47325,3,4.612,0.6918,0.379673106,0.015,Stress,46.18066554967704,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Zn,Foliar,Wheat,43.9,class B,100.0,ClassD,grains yield,Yield,3,3.16,0.474,3,4.621,0.69315,0.380039104,0.015,Stress,46.23417717288307,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Zn,Foliar,Wheat,43.9,class B,100.0,ClassD,grains yield,Yield,3,0.608,0.0912,3,0.998,0.1497,0.495578394,0.015,Stress,64.14473678542659,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Zn,Foliar,Wheat,43.9,class B,100.0,ClassD,grains yield,Yield,3,1.21,0.1815,3,1.801,0.27015,0.397721707,0.015,Stress,48.84297526835619,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Zn,Foliar,Wheat,43.9,class B,100.0,ClassD,grains yield,Yield,3,1.702,0.2553,3,2.77,0.4155,0.48704329,0.015,Stress,62.749706220144574,35,Salt,Abiotic
